Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7641,382.0,20.0,25.0,Misc,87.0,0.0,0.17,0.0,0.03,0.2
6125,294.0,20.0,25.0,Sports,114.0,0.24,0.02,0.0,0.02,0.28
13068,472.0,12.0,13.0,Shooter,115.0,0.03,0.02,0.0,0.0,0.05
1004,419.0,13.0,16.0,Simulation,9.0,0.61,0.87,0.02,0.26,1.76
10434,492.0,23.0,18.0,Fighting,25.0,0.08,0.02,0.0,0.0,0.1
6817,200.0,12.0,12.0,Fighting,128.0,0.04,0.03,0.16,0.02,0.24
4009,337.0,12.0,11.0,Role-Playing,101.0,0.0,0.0,0.46,0.03,0.5
15005,57.0,13.0,21.0,Adventure,64.0,0.0,0.0,0.02,0.0,0.02
7569,306.0,20.0,24.0,Misc,111.0,0.17,0.02,0.0,0.01,0.2
5565,204.0,20.0,23.0,Misc,67.0,0.3,0.0,0.0,0.02,0.33
1144,27.0,4.0,5.0,Sports,89.0,0.66,0.27,0.65,0.03,1.61
10757,500.0,12.0,11.0,Fighting,13.0,0.0,0.0,0.09,0.01,0.1
14688,176.0,17.0,30.0,Action,116.0,0.0,0.0,0.03,0.0,0.03
12505,82.0,13.0,23.0,Adventure,64.0,0.0,0.0,0.06,0.0,0.06
14101,130.0,1.0,26.0,Strategy,116.0,0.0,0.0,0.03,0.0,0.03
7663,349.0,16.0,28.0,Sports,67.0,0.0,0.0,0.2,0.0,0.2
15959,169.0,10.0,21.0,Role-Playing,85.0,0.0,0.01,0.0,0.0,0.02
5469,336.0,3.0,22.0,Puzzle,89.0,0.14,0.01,0.16,0.01,0.33
461,121.0,20.0,25.0,Platform,37.0,2.06,0.64,0.12,0.22,3.04
6340,412.0,14.0,23.0,Action,9.0,0.2,0.04,0.0,0.03,0.27
2649,364.0,22.0,27.0,Action,25.0,0.55,0.15,0.03,0.06,0.78
13413,19.0,14.0,30.0,Action,116.0,0.0,0.0,0.05,0.0,0.05
14181,409.0,23.0,20.0,Shooter,56.0,0.03,0.01,0.0,0.0,0.03
14400,193.0,16.0,25.0,Role-Playing,60.0,0.03,0.0,0.0,0.0,0.03
9524,312.0,6.0,,Puzzle,122.0,0.0,0.0,0.13,0.0,0.13
13990,227.0,14.0,27.0,Role-Playing,90.0,0.0,0.0,0.04,0.0,0.04
1076,292.0,12.0,12.0,Sports,101.0,1.58,0.06,0.0,0.04,1.68
8371,104.0,20.0,28.0,Simulation,37.0,0.08,0.07,0.0,0.02,0.17
13900,113.0,16.0,21.0,Action,116.0,0.0,0.0,0.04,0.0,0.04
15622,396.0,13.0,22.0,Adventure,64.0,0.0,0.0,0.02,0.0,0.02
2292,401.0,23.0,19.0,Misc,100.0,0.61,0.26,0.0,0.04,0.91
5031,280.0,14.0,21.0,Sports,114.0,0.3,0.04,0.0,0.04,0.38
14166,376.0,6.0,18.0,Racing,7.0,0.03,0.01,0.0,0.0,0.03
2685,10.0,13.0,17.0,Sports,7.0,0.38,0.29,0.0,0.1,0.77
12073,106.0,24.0,30.0,Role-Playing,45.0,0.04,0.02,0.0,0.01,0.07
13870,317.0,17.0,31.0,Misc,116.0,0.0,0.0,0.04,0.0,0.04
2882,383.0,5.0,19.0,Action,111.0,0.51,0.19,0.0,0.01,0.71
567,170.0,22.0,23.0,Misc,9.0,1.78,0.64,0.0,0.25,2.67
7656,166.0,2.0,15.0,Role-Playing,120.0,0.0,0.0,0.2,0.0,0.2
9223,474.0,12.0,14.0,Adventure,12.0,0.0,0.0,0.13,0.01,0.14
13118,63.0,8.0,13.0,Platform,62.0,0.04,0.01,0.0,0.0,0.05
5955,471.0,22.0,29.0,Action,104.0,0.14,0.13,0.0,0.03,0.3
14783,308.0,10.0,19.0,Role-Playing,15.0,0.0,0.02,0.0,0.0,0.03
4829,483.0,8.0,12.0,Racing,65.0,0.32,0.07,0.0,0.0,0.4
3191,197.0,22.0,22.0,Racing,111.0,0.22,0.34,0.0,0.07,0.63
10457,151.0,13.0,20.0,Platform,67.0,0.05,0.04,0.0,0.01,0.1
9161,22.0,3.0,25.0,Misc,15.0,0.13,0.0,0.0,0.01,0.14
12333,62.0,6.0,17.0,Racing,40.0,0.05,0.01,0.0,0.0,0.06
14592,156.0,24.0,30.0,Adventure,117.0,0.03,0.0,0.0,0.0,0.03
218,422.0,10.0,25.0,Strategy,9.0,2.56,1.68,0.0,0.59,4.83
11216,348.0,10.0,27.0,Sports,67.0,0.0,0.07,0.0,0.01,0.09
15662,526.0,13.0,21.0,Misc,130.0,0.0,0.0,0.02,0.0,0.02
15817,213.0,3.0,21.0,Puzzle,92.0,0.02,0.0,0.0,0.0,0.02
2686,494.0,13.0,17.0,Role-Playing,15.0,0.1,0.08,0.56,0.03,0.77
1212,144.0,1.0,30.0,Role-Playing,89.0,0.71,0.22,0.52,0.1,1.54
13302,172.0,3.0,25.0,Sports,107.0,0.04,0.0,0.0,0.0,0.05
12455,64.0,22.0,26.0,Sports,116.0,0.0,0.05,0.0,0.01,0.06
941,533.0,14.0,26.0,Action,101.0,1.05,0.49,0.08,0.23,1.85
734,98.0,13.0,21.0,Action,25.0,1.06,0.82,0.05,0.28,2.21
7271,373.0,13.0,18.0,Sports,40.0,0.11,0.08,0.0,0.03,0.22
11887,134.0,22.0,29.0,Misc,37.0,0.05,0.01,0.0,0.01,0.07
6421,437.0,22.0,21.0,Action,40.0,0.23,0.02,0.0,0.02,0.27
12832,296.0,22.0,30.0,Action,40.0,0.05,0.0,0.0,0.01,0.05
2180,31.0,3.0,23.0,Action,66.0,0.65,0.22,0.0,0.09,0.95
12951,329.0,16.0,27.0,Role-Playing,16.0,0.0,0.0,0.05,0.0,0.05
1190,491.0,12.0,10.0,Action,101.0,1.32,0.19,0.0,0.05,1.56
16250,493.0,16.0,21.0,Fighting,20.0,0.0,0.0,0.01,0.0,0.01
5394,397.0,14.0,27.0,Action,67.0,0.15,0.11,0.03,0.05,0.34
14228,531.0,1.0,28.0,Platform,10.0,0.0,0.0,0.03,0.0,0.03
1632,131.0,10.0,30.0,Role-Playing,21.0,0.5,0.63,0.0,0.1,1.23
15532,240.0,22.0,27.0,Action,120.0,0.02,0.0,0.0,0.0,0.02
12756,137.0,17.0,27.0,Adventure,64.0,0.0,0.0,0.06,0.0,0.06
11675,263.0,12.0,13.0,Action,114.0,0.04,0.03,0.0,0.0,0.08
7033,295.0,12.0,15.0,Sports,101.0,0.13,0.09,0.0,0.02,0.23
9245,133.0,1.0,30.0,Sports,87.0,0.0,0.0,0.14,0.0,0.14
5310,438.0,22.0,25.0,Strategy,104.0,0.23,0.1,0.0,0.03,0.35
5301,398.0,3.0,23.0,Simulation,40.0,0.3,0.03,0.0,0.03,0.35
2518,80.0,0.0,0.0,Action,84.0,0.76,0.05,0.0,0.01,0.82
10874,270.0,23.0,17.0,Racing,111.0,0.07,0.02,0.0,0.0,0.09
10956,462.0,15.0,31.0,Simulation,87.0,0.0,0.0,0.09,0.0,0.09
1923,359.0,22.0,25.0,Action,114.0,0.57,0.39,0.02,0.09,1.07
4911,86.0,3.0,23.0,Misc,9.0,0.36,0.0,0.0,0.03,0.39
12065,449.0,21.0,27.0,Action,87.0,0.02,0.01,0.05,0.0,0.07
9150,459.0,12.0,12.0,Role-Playing,101.0,0.08,0.05,0.0,0.01,0.14
3476,159.0,12.0,13.0,Platform,19.0,0.32,0.22,0.0,0.04,0.58
13922,186.0,16.0,27.0,Action,87.0,0.0,0.0,0.04,0.0,0.04
1371,223.0,6.0,20.0,Action,39.0,1.09,0.28,0.0,0.04,1.41
13651,377.0,14.0,30.0,Fighting,87.0,0.0,0.0,0.04,0.0,0.04
6781,222.0,17.0,30.0,Action,126.0,0.03,0.16,0.0,0.05,0.24
5632,297.0,8.0,12.0,Sports,67.0,0.15,0.04,0.13,0.0,0.32
8034,59.0,12.0,15.0,Action,109.0,0.1,0.07,0.0,0.01,0.18
2834,15.0,12.0,11.0,Shooter,48.0,0.4,0.27,0.0,0.05,0.72
8899,18.0,22.0,23.0,Simulation,120.0,0.06,0.01,0.07,0.01,0.15
174,138.0,12.0,15.0,Role-Playing,105.0,1.62,0.77,2.78,0.14,5.3
7921,51.0,14.0,25.0,Adventure,120.0,0.11,0.05,0.0,0.02,0.19
15494,323.0,16.0,23.0,Role-Playing,57.0,0.0,0.0,0.02,0.0,0.02
1582,224.0,22.0,27.0,Action,126.0,0.63,0.51,0.0,0.11,1.26
6439,403.0,5.0,19.0,Misc,,0.19,0.07,0.0,0.0,0.27
12833,141.0,13.0,21.0,Action,25.0,0.03,0.02,0.0,0.01,0.05
13429,168.0,3.0,24.0,Adventure,120.0,0.03,0.01,0.0,0.0,0.05
7477,451.0,3.0,27.0,Action,9.0,0.15,0.04,0.0,0.01,0.21
6910,384.0,3.0,24.0,Puzzle,120.0,0.0,0.24,0.0,0.0,0.24
8759,210.0,0.0,5.0,Puzzle,15.0,0.14,0.01,0.0,0.0,0.15
11092,346.0,16.0,23.0,Platform,116.0,0.02,0.01,0.05,0.01,0.09
8630,287.0,12.0,15.0,Sports,101.0,0.09,0.06,0.0,0.01,0.16
16535,375.0,10.0,26.0,Strategy,122.0,0.0,0.01,0.0,0.0,0.01
12038,73.0,13.0,20.0,Role-Playing,116.0,0.03,0.03,0.0,0.01,0.07
63,173.0,22.0,25.0,Shooter,78.0,7.03,1.98,0.08,0.78,9.88
15274,523.0,6.0,18.0,Racing,7.0,0.02,0.0,0.0,0.0,0.02
3985,285.0,22.0,22.0,Sports,40.0,0.45,0.01,0.0,0.04,0.5
15033,496.0,16.0,28.0,Adventure,60.0,0.0,0.0,0.02,0.0,0.02
13295,266.0,3.0,24.0,Adventure,76.0,0.04,0.0,0.0,0.0,0.05
3866,153.0,12.0,14.0,Strategy,105.0,0.1,0.07,0.31,0.03,0.52
10128,157.0,3.0,26.0,Puzzle,75.0,0.05,0.05,0.0,0.01,0.11
6905,234.0,16.0,24.0,Role-Playing,54.0,0.19,0.0,0.03,0.02,0.24
5093,475.0,12.0,12.0,Fighting,105.0,0.0,0.0,0.35,0.02,0.37
10349,479.0,10.0,25.0,Action,120.0,0.0,0.08,0.0,0.02,0.11
2261,26.0,9.0,2.0,Platform,89.0,0.39,0.09,0.43,0.01,0.92
15993,395.0,16.0,24.0,Fighting,24.0,0.0,0.0,0.01,0.0,0.01
4539,125.0,13.0,19.0,Sports,101.0,0.36,0.01,0.0,0.06,0.43
13644,192.0,3.0,26.0,Puzzle,122.0,0.0,0.04,0.0,0.01,0.04
5329,8.0,13.0,17.0,Sports,7.0,0.17,0.13,0.0,0.04,0.35
8109,48.0,3.0,20.0,Racing,40.0,0.15,0.02,0.0,0.01,0.18
8472,420.0,13.0,16.0,Racing,70.0,0.08,0.06,0.0,0.02,0.16
2625,128.0,23.0,18.0,Sports,40.0,0.24,0.49,0.0,0.05,0.79
11530,450.0,12.0,10.0,Shooter,63.0,0.04,0.03,0.0,0.01,0.08
13213,429.0,13.0,16.0,Racing,118.0,0.02,0.02,0.0,0.01,0.05
6995,423.0,23.0,18.0,Racing,41.0,0.17,0.05,0.0,0.01,0.23
2135,143.0,5.0,18.0,Strategy,89.0,0.49,0.18,0.29,0.01,0.97
14746,370.0,10.0,18.0,Strategy,15.0,0.0,0.02,0.0,0.01,0.03
5707,77.0,23.0,18.0,Racing,125.0,0.24,0.07,0.0,0.01,0.31
8506,451.0,20.0,27.0,Action,9.0,0.11,0.04,0.0,0.01,0.16
3239,499.0,18.0,10.0,Shooter,100.0,0.0,0.0,0.62,0.0,0.62
15025,68.0,16.0,25.0,Adventure,95.0,0.0,0.0,0.02,0.0,0.02
13297,115.0,5.0,16.0,Sports,67.0,0.03,0.01,0.0,0.0,0.05
14013,518.0,10.0,23.0,Puzzle,0.0,0.0,0.03,0.0,0.01,0.04
7015,117.0,13.0,18.0,Sports,100.0,0.11,0.09,0.0,0.03,0.23
9923,191.0,1.0,26.0,Action,73.0,0.11,0.0,0.0,0.01,0.12
8131,9.0,3.0,26.0,Action,100.0,0.1,0.06,0.0,0.02,0.18
7186,78.0,0.0,0.0,Action,15.0,0.21,0.01,0.0,0.0,0.22
5908,358.0,22.0,26.0,Misc,120.0,0.15,0.12,0.0,0.03,0.3
14758,99.0,10.0,31.0,Racing,28.0,0.0,0.03,0.0,0.0,0.03
16345,136.0,3.0,22.0,Simulation,71.0,0.0,0.0,0.01,0.0,0.01
11437,320.0,6.0,17.0,Sports,110.0,0.06,0.02,0.0,0.0,0.08
1559,281.0,22.0,23.0,Sports,114.0,1.0,0.16,0.0,0.11,1.27
10409,399.0,14.0,25.0,Misc,101.0,0.0,0.08,0.0,0.02,0.11
13182,516.0,13.0,16.0,Platform,38.0,0.02,0.02,0.0,0.01,0.05
6634,340.0,4.0,15.0,Sports,67.0,0.0,0.0,0.25,0.0,0.25
9019,456.0,12.0,13.0,Action,101.0,0.08,0.05,0.0,0.01,0.14
1125,116.0,23.0,19.0,Sports,100.0,1.54,0.02,0.0,0.07,1.63
12187,44.0,3.0,23.0,Misc,40.0,0.06,0.0,0.0,0.01,0.07
8123,242.0,22.0,26.0,Action,111.0,0.13,0.04,0.0,0.01,0.18
3902,283.0,16.0,21.0,Sports,40.0,0.47,0.0,0.0,0.04,0.51
5735,466.0,23.0,20.0,Action,15.0,0.23,0.07,0.0,0.01,0.31
10392,407.0,5.0,17.0,Shooter,9.0,0.08,0.03,0.0,0.0,0.11
3375,293.0,14.0,25.0,Sports,40.0,0.4,0.13,0.0,0.07,0.6
3647,3.0,3.0,24.0,Misc,36.0,0.52,0.0,0.0,0.04,0.55
439,363.0,14.0,27.0,Shooter,25.0,0.88,0.97,0.88,0.42,3.15
7984,331.0,17.0,29.0,Role-Playing,100.0,0.0,0.0,0.19,0.0,0.19
4255,503.0,20.0,25.0,Sports,67.0,0.36,0.06,0.0,0.04,0.46
6007,152.0,6.0,17.0,Fighting,87.0,0.0,0.0,0.28,0.01,0.29
10231,425.0,18.0,11.0,Fighting,25.0,0.0,0.0,0.11,0.0,0.11
6919,11.0,10.0,26.0,Puzzle,45.0,0.0,0.18,0.0,0.05,0.24
1591,360.0,12.0,11.0,Sports,88.0,0.99,0.13,0.1,0.04,1.25
1632,131.0,10.0,30.0,Role-Playing,21.0,0.5,0.63,0.0,0.1,1.23
14299,36.0,3.0,,Misc,,0.0,0.0,0.03,0.0,0.03
10440,194.0,6.0,18.0,Sports,67.0,0.0,0.0,0.1,0.0,0.1
6158,530.0,3.0,22.0,Strategy,67.0,0.13,0.02,0.12,0.01,0.28
2950,269.0,12.0,12.0,Racing,40.0,0.39,0.26,0.0,0.05,0.69
8966,311.0,20.0,25.0,Sports,22.0,0.12,0.02,0.0,0.01,0.15
8059,254.0,16.0,20.0,Strategy,67.0,0.11,0.01,0.05,0.01,0.18
13816,67.0,16.0,23.0,Adventure,95.0,0.0,0.0,0.04,0.0,0.04
9721,354.0,3.0,25.0,Puzzle,31.0,0.11,0.0,0.0,0.01,0.12
5662,96.0,3.0,23.0,Sports,42.0,0.0,0.0,0.32,0.0,0.32
14011,120.0,14.0,22.0,Role-Playing,120.0,0.0,0.0,0.04,0.0,0.04
13247,477.0,3.0,22.0,Adventure,67.0,0.0,0.0,0.05,0.0,0.05
5889,318.0,3.0,21.0,Misc,103.0,0.0,0.0,0.3,0.0,0.3
14450,386.0,10.0,24.0,Shooter,102.0,0.01,0.01,0.0,0.0,0.03
35,55.0,14.0,27.0,Shooter,9.0,4.99,5.88,0.65,2.52,14.03
10219,480.0,8.0,14.0,Platform,120.0,0.09,0.02,0.0,0.0,0.11
9321,379.0,13.0,17.0,Sports,39.0,0.07,0.05,0.0,0.02,0.14
16267,388.0,16.0,25.0,Strategy,108.0,0.0,0.0,0.01,0.0,0.01
11039,196.0,16.0,22.0,Sports,67.0,0.0,0.0,0.09,0.0,0.09
12830,248.0,5.0,17.0,Role-Playing,88.0,0.04,0.01,0.0,0.0,0.05
16316,273.0,16.0,24.0,Strategy,90.0,0.0,0.0,0.01,0.0,0.01
15610,387.0,13.0,21.0,Action,100.0,0.0,0.0,0.02,0.0,0.02
14044,45.0,3.0,23.0,Misc,49.0,0.03,0.0,0.0,0.0,0.04
1884,119.0,10.0,24.0,Strategy,100.0,0.01,0.97,0.0,0.11,1.09
12245,58.0,1.0,29.0,Misc,46.0,0.0,0.0,0.07,0.0,0.07
15592,327.0,10.0,23.0,Puzzle,94.0,0.0,0.01,0.0,0.0,0.02
9796,47.0,23.0,19.0,Adventure,40.0,0.09,0.03,0.0,0.0,0.12
14693,444.0,20.0,26.0,Misc,4.0,0.0,0.02,0.0,0.0,0.03
5672,454.0,12.0,12.0,Simulation,58.0,0.0,0.0,0.3,0.02,0.32
14651,445.0,3.0,24.0,Adventure,69.0,0.0,0.0,0.03,0.0,0.03
3006,490.0,14.0,23.0,Action,119.0,0.35,0.22,0.01,0.1,0.68
6048,84.0,12.0,11.0,Misc,113.0,0.0,0.0,0.27,0.02,0.29
15462,70.0,16.0,23.0,Role-Playing,101.0,0.0,0.0,0.02,0.0,0.02
2411,265.0,1.0,30.0,Action,132.0,0.0,0.0,0.86,0.0,0.86
14900,182.0,3.0,23.0,Misc,31.0,0.0,0.0,0.03,0.0,0.03
13313,33.0,7.0,8.0,Role-Playing,100.0,0.0,0.0,0.05,0.0,0.05
15334,452.0,14.0,29.0,Role-Playing,90.0,0.0,0.0,0.02,0.0,0.02
12383,215.0,5.0,16.0,Platform,68.0,0.04,0.02,0.0,0.0,0.06
5630,343.0,6.0,18.0,Action,120.0,0.25,0.06,0.0,0.01,0.32
11816,495.0,12.0,13.0,Action,1.0,0.04,0.03,0.0,0.0,0.07
1611,417.0,23.0,20.0,Action,9.0,0.82,0.38,0.0,0.04,1.24
6371,393.0,3.0,24.0,Role-Playing,16.0,0.14,0.0,0.12,0.01,0.27
14222,56.0,10.0,24.0,Shooter,120.0,0.0,0.03,0.0,0.01,0.03
3458,502.0,24.0,30.0,Sports,114.0,0.31,0.22,0.0,0.05,0.58
13731,155.0,22.0,26.0,Shooter,11.0,0.0,0.0,0.04,0.0,0.04
2275,183.0,14.0,26.0,Shooter,111.0,0.32,0.4,0.04,0.15,0.91
5126,154.0,8.0,15.0,Role-Playing,27.0,0.0,0.0,0.32,0.05,0.37
10291,4.0,3.0,20.0,Racing,73.0,0.1,0.0,0.0,0.01,0.11
15356,95.0,10.0,26.0,Simulation,,0.0,0.02,0.0,0.0,0.02
1213,88.0,13.0,15.0,Role-Playing,101.0,0.83,0.44,0.08,0.19,1.54
1450,478.0,14.0,23.0,Shooter,120.0,0.66,0.45,0.04,0.21,1.35
9539,277.0,13.0,22.0,Sports,101.0,0.06,0.05,0.0,0.02,0.13
955,298.0,13.0,16.0,Misc,87.0,1.73,0.07,0.0,0.02,1.82
16478,408.0,6.0,18.0,Shooter,112.0,0.01,0.0,0.0,0.0,0.01
9572,508.0,13.0,23.0,Action,116.0,0.06,0.05,0.0,0.02,0.13
5150,524.0,13.0,21.0,Role-Playing,87.0,0.09,0.07,0.18,0.02,0.37
4026,272.0,14.0,26.0,Racing,101.0,0.21,0.2,0.0,0.08,0.49
15470,25.0,10.0,26.0,Puzzle,17.0,0.0,0.02,0.0,0.0,0.02
7936,467.0,20.0,24.0,Action,87.0,0.17,0.0,0.0,0.01,0.19
10562,525.0,14.0,29.0,Action,116.0,0.05,0.04,0.0,0.02,0.1
412,487.0,13.0,18.0,Action,9.0,1.89,1.05,0.02,0.31,3.27
11590,338.0,5.0,19.0,Misc,10.0,0.06,0.02,0.0,0.0,0.08
15622,396.0,13.0,22.0,Adventure,64.0,0.0,0.0,0.02,0.0,0.02
9819,118.0,8.0,14.0,Platform,63.0,0.1,0.02,0.0,0.0,0.12
3239,499.0,18.0,10.0,Shooter,100.0,0.0,0.0,0.62,0.0,0.62
9265,369.0,14.0,24.0,Shooter,21.0,0.11,0.02,0.0,0.01,0.14
8530,40.0,15.0,30.0,Action,116.0,0.07,0.04,0.03,0.02,0.16
4962,432.0,19.0,9.0,Sports,87.0,0.0,0.0,0.39,0.0,0.39
1794,335.0,19.0,6.0,Simulation,89.0,0.46,0.17,0.48,0.02,1.14
